"";"Block";"FlowerFieldType";"Transect";"Species";"LifeStrategy";"Ecotype";"Phagy_Nickel";"FoodPlant_Nickel";"RedList";"tot.Count"
"261";3;"1yr-FAKT";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";2
"262";3;"1yr-FAKT";"field edge";"Emelyanoviana.sp";"";"";"";"";"";1
"263";3;"1yr-FAKT";"field edge";"Empoasca.sp";"";"";"";"";"";3
"264";3;"1yr-FAKT";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"265";3;"1yr-FAKT";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"266";3;"1yr-FAKT";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"267";3;"1yr-FAKT";"field edge";"M.sardus";"";"MesS";"o2?";"?";"*";1
"268";3;"1yr-FAKT";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"269";3;"1yr-FAKT";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";14
"270";3;"1yr-FAKT";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";10
"271";3;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"272";3;"1yr-FAKT";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";5
"273";3;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";41
"274";3;"1yr-FAKT";"field centre";"Empoasca.sp";"";"";"";"";"";5
"275";3;"1yr-FAKT";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"276";3;"1yr-FAKT";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";1
"277";3;"1yr-FAKT";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";2
"278";3;"1yr-GM";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"279";3;"1yr-GM";"control grass path";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";1
"280";3;"1yr-GM";"control grass path";"C.viridis";"oligotop";"MesO";"p";"Juncus, Carex";"*";1
"281";3;"1yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"282";3;"1yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";33
"283";3;"1yr-GM";"control grass path";"H.elegantula";"oligotop";"MesS";"o1";"Poaceae";"*";3
"284";3;"1yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";6
"285";3;"1yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";7
"286";3;"1yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"287";3;"1yr-GM";"control grass path";"Macrosteles.sp";"";"";"";"";"";8
"288";3;"1yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";2
"289";3;"1yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";3
"290";3;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";18
"291";3;"1yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"292";3;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";4
"293";3;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";7
"294";3;"1yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";2
"295";3;"1yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";3
"296";3;"1yr-GM";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";1
"297";3;"1yr-GM";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"298";3;"1yr-GM";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"299";3;"1yr-GM";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"300";3;"1yr-GM";"field edge";"M.crocea";"oligotop";"(MesS)";"o1";"Calamagrostis, Brachypodium, Molinia";"*";1
"301";3;"1yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";10
"302";3;"1yr-GM";"field edge";"S.bisonia";"changing";"MesS";"p";"Fabaceae, Rosaceae";"nb";2
"303";3;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";25
"304";3;"1yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";8
"305";3;"1yr-GM";"field centre";"E.notata";"oligotop";"MesO";"o2";"Hieracium pilosella, Leontodon?, Prunella?";"*";1
"306";3;"1yr-GM";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";6
"307";3;"1yr-GM";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"308";3;"1yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";8
"309";3;"2yr-GM";"control grass path";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";1
"310";3;"2yr-GM";"control grass path";"A.pascuellus";"eurytop";"MesO";"o1";"Poaceae";"*";2
"311";3;"2yr-GM";"control grass path";"A.striifrons";"stenotop";"HygO";"m2";"Festuca arundinacea, F. pratensis?, F. rubra?";"V";3
"312";3;"2yr-GM";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";1
"313";3;"2yr-GM";"control grass path";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";1
"314";3;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"315";3;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";26
"316";3;"2yr-GM";"control grass path";"H.elegantula";"oligotop";"MesS";"o1";"Poaceae";"*";1
"317";3;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";7
"318";3;"2yr-GM";"control grass path";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"319";3;"2yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";3
"320";3;"2yr-GM";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"321";3;"2yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";3
"322";3;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";27
"323";3;"2yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"324";3;"2yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";20
"325";3;"2yr-GM";"field edge";"A.clavicornis";"oligotop";"XerO";"p";"dicodyle herbs";"*";1
"326";3;"2yr-GM";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"327";3;"2yr-GM";"field edge";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";1
"328";3;"2yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"329";3;"2yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"330";3;"2yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";1
"331";3;"2yr-GM";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";1
"332";3;"2yr-GM";"field edge";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"333";3;"2yr-GM";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"334";3;"2yr-GM";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"335";3;"2yr-GM";"field edge";"N.exclamationis";"stenotop";"XerW/AlpO";"o1?";"Festuca ovina, Deschampsia flexuosa?";"2";1
"336";3;"2yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";11
"337";3;"2yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";2
"338";3;"2yr-GM";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";2
"339";3;"2yr-GM";"field centre";"Emelyanoviana.sp";"";"";"";"";"";2
"340";3;"2yr-GM";"field centre";"M.sardus";"";"MesS";"o2?";"?";"*";1
"341";3;"2yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";6
"342";3;"3yr+";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"343";3;"3yr+";"control grass path";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";1
"344";3;"3yr+";"control grass path";"D.hamata";"eurytop";"MesO";"o1";"Poaceae";"*";3
"345";3;"3yr+";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"346";3;"3yr+";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"347";3;"3yr+";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";4
"348";3;"3yr+";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";3
"349";3;"3yr+";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"350";3;"3yr+";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";5
"351";3;"3yr+";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";19
"352";3;"3yr+";"control grass path";"Ribautodelphax.sp";"stenotop";"";"m1";"";"";1
"353";3;"3yr+";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"354";3;"3yr+";"field edge";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";3
"355";3;"3yr+";"field edge";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";1
"356";3;"3yr+";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";4
"357";3;"3yr+";"field edge";"G.ventralis";"oligotop";"MesO";"o1";"Poaceae";"*";1
"358";3;"3yr+";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"359";3;"3yr+";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";2
"360";3;"3yr+";"field edge";"M.crocea";"oligotop";"(MesS)";"o1";"Calamagrostis, Brachypodium, Molinia";"*";1
"361";3;"3yr+";"field edge";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";3
"362";3;"3yr+";"field edge";"Macrosteles.sp";"";"";"";"";"";1
"363";3;"3yr+";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"364";3;"3yr+";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";3
"365";3;"3yr+";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";1
"366";3;"3yr+";"field edge";"R.albostriata";"stenotop";"MesO";"m1";"Poa pratensis";"*";1
"367";3;"3yr+";"field edge";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"368";3;"3yr+";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";18
"369";3;"3yr+";"field centre";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";3
"370";3;"3yr+";"field centre";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";2
"371";3;"3yr+";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";1
"372";3;"3yr+";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"373";3;"3yr+";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";7
"374";3;"3yr+";"field centre";"G.ventralis";"oligotop";"MesO";"o1";"Poaceae";"*";3
"375";3;"3yr+";"field centre";"M.crocea";"oligotop";"(MesS)";"o1";"Calamagrostis, Brachypodium, Molinia";"*";1
"376";3;"3yr+";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"377";3;"3yr+";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";3
"378";3;"3yr+";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"379";4;"1yr-FAKT";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";6
"380";4;"1yr-FAKT";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";3
"381";4;"1yr-FAKT";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";5
"382";4;"1yr-FAKT";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";3
"383";4;"1yr-FAKT";"control grass path";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";2
"384";4;"1yr-FAKT";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"385";4;"1yr-FAKT";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";1
"386";4;"1yr-FAKT";"control grass path";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";1
"387";4;"1yr-FAKT";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";12
"388";4;"1yr-FAKT";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";24
"389";4;"1yr-FAKT";"control grass path";"Psammotettix.sp";"";"";"";"";"";1
"390";4;"1yr-FAKT";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";3
"391";4;"1yr-FAKT";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";12
"392";4;"1yr-FAKT";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"393";4;"1yr-FAKT";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";2
"394";4;"1yr-FAKT";"field edge";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"395";4;"1yr-FAKT";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";8
"396";4;"1yr-FAKT";"field edge";"P.alienus";"";"UES";"o1";"Poaceae";"*";5
"397";4;"1yr-FAKT";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";33
"398";4;"1yr-FAKT";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"399";4;"1yr-FAKT";"field centre";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"400";4;"1yr-FAKT";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";24
"401";4;"1yr-FAKT";"field centre";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"402";4;"1yr-FAKT";"field centre";"Empoasca.sp";"";"";"";"";"";5
"403";4;"1yr-FAKT";"field centre";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"404";4;"1yr-FAKT";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";5
"405";4;"1yr-FAKT";"field centre";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"406";4;"1yr-FAKT";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";3
"407";4;"1yr-FAKT";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";13
"408";4;"1yr-GM";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";2
"409";4;"1yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"410";4;"1yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";6
"411";4;"1yr-GM";"control grass path";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";1
"412";4;"1yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";3
"413";4;"1yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";11
"414";4;"1yr-GM";"control grass path";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";1
"415";4;"1yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";4
"416";4;"1yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";35
"417";4;"1yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";10
"418";4;"1yr-GM";"control grass path";"T.socialis";"oligotop";"MesO";"o1";"Poaceae";"*";4
"419";4;"1yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";7
"420";4;"1yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";3
"421";4;"1yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";5
"422";4;"1yr-GM";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"423";4;"1yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";43
"424";4;"1yr-GM";"field edge";"Psammotettix.sp";"";"";"";"";"";2
"425";4;"1yr-GM";"field edge";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"426";4;"1yr-GM";"field edge";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"427";4;"1yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";4
"428";4;"1yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";2
"429";4;"1yr-GM";"field centre";"Empoasca.sp";"";"";"";"";"";1
"430";4;"1yr-GM";"field centre";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"431";4;"1yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";55
"432";4;"1yr-GM";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"433";4;"2yr-GM";"control grass path";"A.interstitialis";"oligotop";"(XerO)";"o1";"Elymus repens";"*";2
"434";4;"2yr-GM";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";2
"435";4;"2yr-GM";"control grass path";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"436";4;"2yr-GM";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";5
"437";4;"2yr-GM";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";2
"438";4;"2yr-GM";"control grass path";"Emelyanoviana.sp";"";"";"";"";"";1
"439";4;"2yr-GM";"control grass path";"G.ventralis";"oligotop";"MesO";"o1";"Poaceae";"*";1
"440";4;"2yr-GM";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";3
"441";4;"2yr-GM";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"442";4;"2yr-GM";"control grass path";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";3
"443";4;"2yr-GM";"control grass path";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";6
"444";4;"2yr-GM";"control grass path";"P.alienus";"";"UES";"o1";"Poaceae";"*";3
"445";4;"2yr-GM";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";3
"446";4;"2yr-GM";"control grass path";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";24
"447";4;"2yr-GM";"control grass path";"Psammotettix.sp";"";"";"";"";"";3
"448";4;"2yr-GM";"control grass path";"T.socialis";"oligotop";"MesO";"o1";"Poaceae";"*";2
"449";4;"2yr-GM";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";8
"450";4;"2yr-GM";"field edge";"Aphrodes.sp";"";"";"";"";"";1
"451";4;"2yr-GM";"field edge";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";2
"452";4;"2yr-GM";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"453";4;"2yr-GM";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"454";4;"2yr-GM";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";6
"455";4;"2yr-GM";"field edge";"L.coleoptrata";"oligotop";"MesO";"p";"Poaceae, dikotyle herbs";"V";1
"456";4;"2yr-GM";"field edge";"N.campestris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"457";4;"2yr-GM";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";56
"458";4;"2yr-GM";"field centre";"A.clavicornis";"oligotop";"XerO";"p";"dicodyle herbs";"*";1
"459";4;"2yr-GM";"field centre";"A.consobrina";"oligotop";"MesS";"o1?";"Lamiaceae";"*";1
"460";4;"2yr-GM";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";3
"461";4;"2yr-GM";"field centre";"E.decipiens";"";"UES";"p";"herbs, wood";"*";2
"462";4;"2yr-GM";"field centre";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";1
"463";4;"2yr-GM";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";17
"464";4;"2yr-GM";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";1
"465";4;"2yr-GM";"field centre";"H.elegantula";"oligotop";"MesS";"o1";"Poaceae";"*";1
"466";4;"2yr-GM";"field centre";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"467";4;"2yr-GM";"field centre";"N.fenestratus";"oligotop";"XerO";"m2?";"Leontodon";"V";1
"468";4;"2yr-GM";"field centre";"Ophiola.sp";"";"";"";"";"";2
"469";4;"2yr-GM";"field centre";"P.confinis";"eurytop";"MesO";"o1";"Poaceae";"*";1
"470";4;"2yr-GM";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";56
"471";4;"2yr-GM";"field centre";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"472";4;"2yr-GM";"field centre";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";1
"473";4;"3yr+";"control grass path";"C.paolii";"oligotop";"XerO";"o1";"Achillea millefolium, Artemisia campestris";"*";4
"474";4;"3yr+";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";3
"475";4;"3yr+";"control grass path";"E.notata";"oligotop";"MesO";"o2";"Hieracium pilosella, Leontodon?, Prunella?";"*";1
"476";4;"3yr+";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";11
"477";4;"3yr+";"control grass path";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";1
"478";4;"3yr+";"control grass path";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"479";4;"3yr+";"control grass path";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";2
"480";4;"3yr+";"control grass path";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";21
"481";4;"3yr+";"control grass path";"Psammotettix.sp";"";"";"";"";"";37
"482";4;"3yr+";"control grass path";"R.albostriata";"stenotop";"MesO";"m1";"Poa pratensis";"*";1
"483";4;"3yr+";"control grass path";"R.quinquecostatus";"changing";"XerS";"p";"Salix?";"D";1
"484";4;"3yr+";"control grass path";"T.socialis";"oligotop";"MesO";"o1";"Poaceae";"*";21
"485";4;"3yr+";"control grass path";"Z.scutellaris";"pioneer";"MesO";"o1";"Poaceae";"*";2
"486";4;"3yr+";"field edge";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"487";4;"3yr+";"field edge";"D.europaea";"oligotop";"XerO";"p";"?";"3";1
"488";4;"3yr+";"field edge";"E.atropunctata";"";"MesS";"p";"herbs";"*";1
"489";4;"3yr+";"field edge";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";2
"490";4;"3yr+";"field edge";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";2
"491";4;"3yr+";"field edge";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";18
"492";4;"3yr+";"field edge";"E.pteridis";"";"UES";"p";"herbs";"*";2
"493";4;"3yr+";"field edge";"Empoasca.sp";"";"";"";"";"";1
"494";4;"3yr+";"field edge";"G.ventralis";"oligotop";"MesO";"o1";"Poaceae";"*";1
"495";4;"3yr+";"field edge";"H.tenius";"stenotop";"MesS";"o1?";"Festuca ovina, Poa?, Agrostis?";"3";4
"496";4;"3yr+";"field edge";"L.striatella";"pioneer";"UES";"p?";"Poaceae";"*";1
"497";4;"3yr+";"field edge";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";15
"498";4;"3yr+";"field edge";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";12
"499";4;"3yr+";"field edge";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"500";4;"3yr+";"field edge";"T.socialis";"oligotop";"MesO";"o1";"Poaceae";"*";11
"501";4;"3yr+";"field centre";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"502";4;"3yr+";"field centre";"E.atropunctata";"";"MesS";"p";"herbs";"*";2
"503";4;"3yr+";"field centre";"E.mollicula";"oligotop";"MesO";"p";"Lamiaceae, Verbascum";"*";1
"504";4;"3yr+";"field centre";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";5
"505";4;"3yr+";"field centre";"E.pteridis";"";"UES";"p";"herbs";"*";1
"506";4;"3yr+";"field centre";"Empoasca.sp";"";"";"";"";"";1
"507";4;"3yr+";"field centre";"J.pellucida";"pioneer";"UES";"p";"Poaceae, Cyperaceae?";"*";1
"508";4;"3yr+";"field centre";"M.laevis";"pioneer";"UES";"p";"Poaceae";"*";3
"509";4;"3yr+";"field centre";"M.sordidula";"stenotop";"MesO";"m1";"Arrhenatherum elatius";"V";6
"510";4;"3yr+";"field centre";"P.alienus";"";"UES";"o1";"Poaceae";"*";1
"511";4;"3yr+";"field centre";"P.helvolus";"";"MesO";"o1";"Poaceae";"*";2
"512";4;"3yr+";"field centre";"P.spumarius";"eurytop";"MesO";"p";"dicotyle herbs";"*";1
"513";4;"3yr+";"field centre";"T.socialis";"oligotop";"MesO";"o1";"Poaceae";"*";4
"514";5;"1yr-FAKT";"control grass path";"A.argentarius";"oligotop";"(XerO)";"o1";"Poaceae";"*";1
"515";5;"1yr-FAKT";"control grass path";"C.persimilis";"";"MesO";"m1";"Dactylis glomerata";"*";2
"516";5;"1yr-FAKT";"control grass path";"D.pulicaris";"oligotop";"MesO";"o1";"Poaceae";"*";1
"517";5;"1yr-FAKT";"control grass path";"E.incisus";"eurytop";"MesO";"o2";"Poaceae, Fabaceae";"*";6
"518";5;"1yr-FAKT";"control grass path";"E.ocellaris";"eurytop";"MesO";"o1";"Poaceae";"*";19
"519";5;"1yr-FAKT";"control grass path";"Emelyanoviana.sp";"";"";"";"";"";1
